  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
720533 ***** 201601010016 300   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   21   14 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010036 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21   12 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010056 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21   12 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010116 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19   12 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010136 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19   12 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010156 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19   12 ****** 30.38 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010216 230   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19   12 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010236 360   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   16   10 ****** 30.40 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010256 340   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   14   10 ****** 30.40 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010316 350   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   14   12 ****** 30.41 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010336 350   3 ***  32 *** * * *  7.0 ** ** ** ** ** ** ** ** *   14   12 ****** 30.41 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010356 ***   0 ***  32 *** * * * 10.0 ** ** ** ** ** ** ** ** *   18   12 ****** 30.41 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010416 ***   0 ***  32 *** * * * 10.0 ** ** ** ** ** ** ** ** *   18   12 ****** 30.41 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010436 210   3 ***  34 *** * * *  7.0 ** ** ** ** ** ** ** ** *   18   14 ****** 30.41 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010456 190   3 ***  34 *** * * * 10.0 ** ** ** ** ** ** ** ** *   18   12 ****** 30.41 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010516 210   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   18   10 ****** 30.41 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010536 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18   10 ****** 30.41 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010556 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   14    9 ****** 30.40 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010616 210   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   14   10 ****** 30.40 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010636 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   14    9 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010656 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   12    9 ****** 30.40 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010716 ***   0 *** 722 CLR * * *  7.0 ** ** ** ** ** ** ** ** *   12   10 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010736 ***   0 *** 722 CLR * * *  7.0 ** ** ** ** ** ** ** ** *   12   10 ****** 30.38 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010756 250   5 *** 722 CLR * * *  7.0 ** ** ** ** ** ** ** ** *   14   10 ****** 30.38 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010816 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   14   10 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010836 180   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   14    9 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010856 180   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   12    5 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010916 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   12    5 ****** 30.38 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010936 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    5 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601010956 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    7 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011016 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    5 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011036 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    9 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011056 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   12    7 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011116 270   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    7 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011136 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   12    7 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011156 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    5 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011216 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    7 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011236 220   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   12    5 ****** 30.35 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011256 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    5 ****** 30.35 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011316 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    5 ****** 30.35 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011336 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *    9    5 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    5 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011416 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    5 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011436 200   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    5 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011456 190   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    7 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011516 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   12    7 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011536 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   14    7 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011556 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   14    7 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011616 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18    9 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011636 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21   10 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011656 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    9 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011716 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    9 ****** 30.37 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011736 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25    7 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011756 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   28    5 ****** 30.35 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011816 200   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30    5 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011836 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    5 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011856 130   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    5 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011916 140   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36    9 ****** 30.29 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011936 100   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37    9 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601011956 060   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37   10 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012016 070   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37    9 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012036 360   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36   12 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012056 360   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   14 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012116 340   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   12 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012136 340   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   12 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012156 360   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   12 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012216 360   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   12 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012236 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   10 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012256 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   10 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012316 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   10 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012336 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30   10 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601012356 220   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30   10 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020016 190   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   28   14 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020036 190   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   28   10 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020056 210   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   28   10 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020116 210   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   28    9 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020136 220   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   28    7 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020156 210   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   28    5 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020216 220  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30    3 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020236 220  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    3 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020256 230   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    3 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020316 220   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    1 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020336 230   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    1 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    5 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020416 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    5 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020436 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25    3 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020456 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25    5 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020516 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25    3 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020536 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   27    3 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020556 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    5 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020616 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    5 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020636 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    3 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020656 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    5 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020716 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    3 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020736 290   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18    5 ****** 30.29 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020756 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    3 ****** 30.29 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020816 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    3 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020836 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    1 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020856 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    3 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020916 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    3 ****** 30.29 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020936 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    3 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601020956 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    3 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021016 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    3 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021036 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    3 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021056 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    3 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021116 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    3 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021136 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    3 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021156 220   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    3 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021216 210   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    3 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021236 230   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    1 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021256 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    1 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021316 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    1 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021336 280   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18    3 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021356 250   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    3 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021416 220   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25    1 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021436 220   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25    1 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021456 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   27    1 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021516 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    5 ****** 30.29 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021536 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   28    3 ****** 30.29 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021556 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   27    5 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021616 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   28    3 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021636 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30    5 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021656 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    9 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021716 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    9 ****** 30.31 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021736 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    7 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021756 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021816 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37   10 ****** 30.29 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021836 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   41    5 ****** 30.28 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021856 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   41    5 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021916 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   43    7 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021936 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   43    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601021956 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45    5 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022016 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45    5 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022036 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45    3 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022056 100   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45    1 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022116 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45    5 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022136 100   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45    5 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022156 080   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45    5 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022216 080   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45    5 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022236 090   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   43    5 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022256 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   41    7 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022316 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   41    7 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022336 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37    7 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601022356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36    9 ****** 30.25 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030016 210   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   10 ****** 30.25 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030036 190   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030056 190   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030116 220   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030136 200   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030156 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030216 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030236 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030256 190   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   10 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030316 170   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    9 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030336 180   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30   10 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030416 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30   10 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030436 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30   10 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030456 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030516 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030536 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030556 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030616 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30    9 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030636 230   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30   10 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030656 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30   10 ****** 30.26 ****** *** *** ***** ***** ***** ***** **
720533 ***** 201601030716 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   27   12 ****** 30.25 ****** *** *** ***** ***** ***** ***** **
